userId,movieId,rating,timestamp
1,2,3.5,02-04-2005 23:53
1,29,3.5,02-04-2005 23:31
1,32,3.5,02-04-2005 23:33
1,47,3.5,02-04-2005 23:32
1,50,3.5,02-04-2005 23:29
1,112,3.5,10-09-2004 03:09
1,151,4,10-09-2004 03:08
1,223,4,02-04-2005 23:46
1,253,4,02-04-2005 23:35
1,260,4,02-04-2005 23:33
1,293,4,02-04-2005 23:31
1,296,4,02-04-2005 23:32
1,318,4,02-04-2005 23:33
1,337,3.5,10-09-2004 03:08
1,367,3.5,02-04-2005 23:53
1,541,4,02-04-2005 23:30
1,589,3.5,02-04-2005 23:45
1,593,3.5,02-04-2005 23:31
1,653,3,10-09-2004 03:08
1,919,3.5,10-09-2004 03:07
1,924,3.5,10-09-2004 03:06
1,1009,3.5,02-04-2005 23:53
1,1036,4,02-04-2005 23:44
1,1079,4,10-09-2004 03:07
1,1080,3.5,02-04-2005 23:42
1,1089,3.5,02-04-2005 23:31
1,1090,4,02-04-2005 23:44
1,1097,4,02-04-2005 23:48
1,1136,3.5,02-04-2005 23:30
1,1193,3.5,02-04-2005 23:31
1,1196,4.5,02-04-2005 23:32
1,1198,4.5,02-04-2005 23:30
1,1200,4,02-04-2005 23:29
1,1201,3,02-04-2005 23:30
1,1208,3.5,02-04-2005 23:33
1,1214,4,10-09-2004 03:12
1,1215,4,10-09-2004 03:14
1,1217,3.5,02-04-2005 23:33
1,1219,4,10-09-2004 03:13
1,1222,3.5,02-04-2005 23:30
1,1240,4,02-04-2005 23:43
1,1243,3,02-04-2005 23:46
1,1246,3.5,10-09-2004 03:09
1,1249,4,02-04-2005 23:43
1,1258,4,10-09-2004 03:13
1,1259,4,02-04-2005 23:44
1,1261,3.5,10-09-2004 03:15
1,1262,3.5,02-04-2005 23:32
1,1266,4,02-04-2005 23:42
1,1278,4,10-09-2004 03:13
1,1291,3.5,02-04-2005 23:45
1,1304,3,10-09-2004 03:08
1,1321,4,10-09-2004 03:14
1,1333,4,02-04-2005 23:36
1,1348,3.5,10-09-2004 03:14
1,1350,3.5,10-09-2004 03:15
1,1358,4,02-04-2005 23:43
1,1370,3,10-09-2004 03:09
1,1374,4,10-09-2004 03:09
1,1387,4,02-04-2005 23:35
1,1525,3,02-04-2005 23:55
1,1584,3.5,10-09-2004 03:07
1,1750,3.5,02-04-2005 23:56
1,1848,3.5,02-04-2005 23:53
1,1920,3.5,02-04-2005 23:54
1,1967,4,02-04-2005 23:48
1,1994,3.5,10-09-2004 03:14
1,1997,3.5,10-09-2004 03:13
1,2021,4,02-04-2005 23:52
1,2100,4,02-04-2005 23:52
1,2118,4,10-09-2004 03:14
1,2138,4,02-04-2005 23:49
1,2140,4,02-04-2005 23:48
1,2143,4,02-04-2005 23:52
1,2173,4,02-04-2005 23:51
1,2174,4,02-04-2005 23:50
1,2193,4,02-04-2005 23:49
1,2194,3.5,02-04-2005 23:44
1,2253,3.5,02-04-2005 23:55
1,2288,4,10-09-2004 03:14
1,2291,4,10-09-2004 03:09
1,2542,4,02-04-2005 23:44
1,2628,4,02-04-2005 23:53
1,2644,3.5,02-04-2005 23:36
1,2648,3.5,10-09-2004 03:13
1,2664,3.5,10-09-2004 03:15
1,2683,3.5,10-09-2004 03:07
1,2692,3.5,02-04-2005 23:32
1,2716,3.5,10-09-2004 03:13
1,2761,3,02-04-2005 23:32
1,2762,4,02-04-2005 23:42
1,2804,3.5,02-04-2005 23:43
1,2872,4,02-04-2005 23:48
1,2918,3.5,02-04-2005 23:44
1,2944,4,02-04-2005 23:43
1,2947,3.5,02-04-2005 23:46
1,2959,4,10-09-2004 03:08
1,2968,4,02-04-2005 23:50
1,3000,3.5,02-04-2005 23:29
1,3030,3,02-04-2005 23:29
1,3037,3.5,02-04-2005 23:46
1,3081,4,10-09-2004 03:15
1,3153,4,02-04-2005 23:50
1,3265,3.5,02-04-2005 23:28
1,3438,3.5,02-04-2005 23:54
1,3476,3.5,10-09-2004 03:15
1,3479,4,02-04-2005 23:48
1,3489,4,02-04-2005 23:53
1,3499,4,02-04-2005 23:35
1,3889,4,02-04-2005 23:55
1,3932,3,10-09-2004 03:16
1,3996,4,10-09-2004 03:08
1,3997,3.5,02-04-2005 23:56
1,4011,4,02-04-2005 23:43
1,4027,4,02-04-2005 23:44
1,4105,3.5,10-09-2004 03:15
1,4128,4,02-04-2005 23:35
1,4133,3,02-04-2005 23:56
1,4226,3.5,02-04-2005 23:28
1,4306,4,10-09-2004 03:09
1,4446,3.5,02-04-2005 23:52
1,4467,4,02-04-2005 23:50
1,4571,4,02-04-2005 23:51
1,4720,3.5,10-09-2004 03:13
1,4754,4,02-04-2005 23:36
1,4878,3.5,02-04-2005 23:28
1,4896,4,02-04-2005 23:48
1,4911,4,02-04-2005 23:52
1,4915,3,02-04-2005 23:54
1,4941,3.5,02-04-2005 23:53
1,4980,3.5,02-04-2005 23:54
1,4993,5,02-04-2005 23:31
1,5026,4,02-04-2005 23:50
1,5039,4,02-04-2005 23:51
1,5040,3,02-04-2005 23:54
1,5146,3.5,10-09-2004 03:15
1,5171,4,02-04-2005 23:55
1,5540,4,02-04-2005 23:51
1,5679,3.5,10-09-2004 03:15
1,5797,4,02-04-2005 23:51
1,5816,4,02-04-2005 23:48
1,5898,3.5,02-04-2005 23:53
1,5952,5,02-04-2005 23:30
1,5999,3.5,02-04-2005 23:55
1,6093,4,02-04-2005 23:48
1,6242,3.5,10-09-2004 03:13
1,6333,4,02-04-2005 23:45
1,6502,3.5,10-09-2004 03:14
1,6539,4,02-04-2005 23:45
1,6754,4,02-04-2005 23:53
1,6755,3.5,10-09-2004 03:14
1,6774,4,02-04-2005 23:49
1,6807,3.5,02-04-2005 23:31
1,6834,3.5,02-04-2005 23:54
1,6888,3,02-04-2005 23:55
1,7001,3.5,10-09-2004 03:15
1,7045,3.5,02-04-2005 23:50
1,7046,4,02-04-2005 23:52
1,7153,5,02-04-2005 23:30
1,7164,3.5,02-04-2005 23:52
1,7247,3.5,02-04-2005 23:52
1,7387,3.5,10-09-2004 03:16
1,7389,4,02-04-2005 23:54
1,7438,4,02-04-2005 23:33
1,7449,3.5,02-04-2005 23:56
1,7454,4,02-04-2005 23:55
1,7482,3,02-04-2005 23:29
1,7757,4,02-04-2005 23:50
1,8368,4,02-04-2005 23:48
1,8482,3.5,02-04-2005 23:49
1,8507,5,10-09-2004 03:13
1,8636,4.5,02-04-2005 23:44
1,8690,3.5,02-04-2005 23:33
1,8961,4,02-04-2005 23:47
1,31696,4,02-04-2005 23:49
2,3,4,21-11-2000 15:34
2,62,5,21-11-2000 15:29
2,70,5,21-11-2000 15:31
2,110,4,21-11-2000 15:30
2,242,3,21-11-2000 15:32
2,260,5,21-11-2000 15:36
2,266,5,21-11-2000 15:32
2,469,3,21-11-2000 15:29
2,480,5,21-11-2000 15:32
2,541,5,21-11-2000 15:36
2,589,5,21-11-2000 15:30
2,891,2,21-11-2000 15:36
2,908,4,21-11-2000 15:31
2,924,5,21-11-2000 15:36
2,1121,3,21-11-2000 15:29
2,1196,5,21-11-2000 15:36
2,1210,5,21-11-2000 15:29
2,1214,5,21-11-2000 15:36
2,1249,5,21-11-2000 15:31
2,1259,5,21-11-2000 15:30
2,1270,5,21-11-2000 15:36
2,1327,5,21-11-2000 15:34
2,1356,5,21-11-2000 15:29
2,1544,5,21-11-2000 15:35
2,1580,4,21-11-2000 15:32
2,1673,4,21-11-2000 15:32
2,1748,5,21-11-2000 15:36
2,1965,3,21-11-2000 15:32
2,1969,2,21-11-2000 15:36
2,1970,2,21-11-2000 15:36
2,1971,2,21-11-2000 15:35
2,1972,2,21-11-2000 15:36
2,1973,3,21-11-2000 15:35
2,1974,5,21-11-2000 15:29
2,1986,2,21-11-2000 15:36
2,2291,2,21-11-2000 15:32
2,2454,4,21-11-2000 15:35
2,2455,4,21-11-2000 15:32
2,2791,2,21-11-2000 15:30
2,2858,3,21-11-2000 15:30
2,2948,5,21-11-2000 15:30
2,2951,4,21-11-2000 15:29
2,3150,4,21-11-2000 15:32
2,3159,3,21-11-2000 15:29
2,3173,4,21-11-2000 15:34
2,3450,5,21-11-2000 15:34
2,3513,5,21-11-2000 15:30
2,3534,3,21-11-2000 15:34
2,3555,4,21-11-2000 15:32
2,3565,3,21-11-2000 15:32
2,3703,4,21-11-2000 15:36
2,3753,4,21-11-2000 15:31
2,3917,4,21-11-2000 15:32
2,3918,3,21-11-2000 15:35
2,3923,4,21-11-2000 15:35
2,3926,4,21-11-2000 15:34
2,3927,5,21-11-2000 15:32
2,3928,5,21-11-2000 15:32
2,3930,5,21-11-2000 15:35
2,3937,4,21-11-2000 15:35
2,3959,5,21-11-2000 15:30
3,1,4,11-12-1999 13:36
3,24,3,14-12-1999 12:54
3,32,4,11-12-1999 13:14
3,50,5,11-12-1999 13:13
3,160,3,14-12-1999 12:54
3,173,2,14-12-1999 12:54
3,175,5,11-12-1999 13:32
3,196,3,14-12-1999 12:52
3,223,5,11-12-1999 13:20
3,260,5,11-12-1999 13:09
3,316,5,14-12-1999 12:51
3,318,5,11-12-1999 13:09
3,329,5,14-12-1999 12:53
3,337,3,11-12-1999 13:36
3,440,3,11-12-1999 13:21
3,442,3,14-12-1999 12:53
3,457,5,11-12-1999 13:16
3,480,5,14-12-1999 12:50
3,490,5,11-12-1999 13:30
3,512,2,14-12-1999 12:53
3,541,5,11-12-1999 13:14
3,589,4,11-12-1999 07:25
3,593,5,11-12-1999 13:16
3,610,4,11-12-1999 13:41
3,718,3,11-12-1999 13:01
3,780,3,14-12-1999 12:50
3,788,4,14-12-1999 12:49
3,858,5,11-12-1999 13:01
3,904,5,11-12-1999 13:04
3,905,3,11-12-1999 13:04
3,919,4,11-12-1999 13:05
3,924,5,11-12-1999 13:10
3,953,5,11-12-1999 13:11
